,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_F,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Attrition_Flag
693,6,3,4,0,0.398,1222,37,0.423,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
694,6,3,4,0,1.021,2047,41,0.864,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
695,3,3,2,0,0.677,2687,41,0.414,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
696,3,2,4,0,0.681,1974,60,0.364,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
697,6,3,3,1427,0.48,2057,54,0.421,0.277,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
698,3,4,3,1874,0.699,2249,47,1.35,0.265,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
699,1,3,1,0,0.602,2425,50,0.923,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
700,5,2,2,726,0.893,2156,64,1.207,0.069,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
701,4,1,4,877,0.432,1570,56,0.333,0.105,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
702,2,3,1,728,0.403,1682,43,0.303,0.039,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
703,1,2,4,1211,0.465,2141,40,0.481,0.841,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
704,6,2,3,2517,0.722,2492,50,0.515,0.807,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
705,3,3,2,0,0.774,12920,132,0.737,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
706,6,1,3,0,0.668,1191,28,0.647,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
707,2,1,2,1584,0.76,8852,95,0.759,0.629,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
708,4,3,2,0,0.9821199759171267,8462,62,0.8214333885232511,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
709,4,1,2,0,0.499,1506,47,0.516,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
710,5,1,4,1796,0.958,1739,42,0.448,0.194,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
711,5,2,2,950,0.726,1961,51,0.545,0.162,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
712,2,2,3,1129,0.462,1766,31,0.476,0.1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
713,5,2,2,873,0.53,2498,37,0.321,0.122,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
714,5,2,2,0,1.369,3059,50,0.613,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
715,5,1,3,1366,0.704,5490,86,0.755,0.878,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
716,2,3,3,1273,0.977,4777,51,0.457,0.037,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
717,3,1,3,1935,0.627,4933,68,0.545,0.235,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
718,3,3,4,0,0.865,2509,46,0.586,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
719,5,3,2,662,0.888,3046,52,0.793,0.338,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
720,3,3,4,981,0.663,1114,33,0.65,0.682,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
721,1,3,1,1223,0.955,8256,99,0.623,0.121,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
722,2,4,5,0,0.521,1641,35,0.591,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
723,3,3,3,1369,0.585,1829,42,0.312,0.121,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
724,5,2,0,1276,1.389,2229,48,0.778,0.081,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
725,3,3,2,0,0.46833010713390677,1590,34,0.36395202798077303,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
726,2,3,2,2452,0.707,7111,82,0.608,0.071,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
727,4,3,3,1261,0.484,1485,38,0.462,0.054,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
728,4,2,2,2047,0.579,1546,36,0.5,0.38,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
729,2,3,2,949,1.036,5366,68,0.659,0.081,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
730,4,3,2,0,0.406,1986,52,0.486,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
731,5,2,4,888,1.299,1959,42,0.909,0.026,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
732,5,4,3,278,0.647,2153,41,0.577,0.011,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
733,5,2,2,0,1.038,2574,43,0.72,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
734,6,2,2,2387,0.76,1804,49,0.75,0.41,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
735,1,3,3,550,0.674,7341,71,0.732,0.016,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
736,6,6,2,2517,0.871,1869,47,0.567,0.881,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
737,3,1,3,2320,0.544,1558,46,0.643,0.391,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
738,4,2,2,813,0.813,2622,60,0.818,0.488,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
739,2,3,2,1992,0.739,8302,81,0.841,0.125,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
740,5,2,2,1664,0.919,3013,83,0.766,0.051,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
741,5,2,4,648,0.477,1267,27,1.077,0.451,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
742,5,2,0,1437,0.584,1405,43,0.387,0.09,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
743,4,2,2,0,0.998,1876,35,1.059,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
744,4,2,2,2517,0.939,1204,19,0.727,0.406,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
745,1,2,4,159,0.592,7412,60,0.579,0.032,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
746,3,3,5,0,0.809,2276,40,0.538,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
747,3,4,4,2354,0.314,984,24,0.263,0.096,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
748,5,2,4,0,0.89,2557,45,0.406,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
749,1,5,2,0,0.596,2220,45,0.731,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
750,4,2,3,694,0.844,1499,31,0.938,0.109,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
751,6,3,1,1013,0.575,1222,37,0.85,0.029,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
752,4,3,2,1841,1.504,2794,58,1.148,0.459,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
753,1,2,2,1588,0.745,7512,81,0.688,0.046,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
754,6,3,4,0,0.323,717,18,0.286,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
755,3,3,3,642,0.405,1939,49,0.4,0.446,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
756,3,1,4,1573,0.943,1813,38,0.727,0.576,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
757,3,2,6,1126,0.575,1736,35,0.4,0.033,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
758,5,2,3,2517,0.854,2608,45,0.731,0.685,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
759,3,3,4,1185,0.998,2614,67,0.861,0.542,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
760,3,3,1,2517,0.775,7906,87,0.611,0.205,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
761,2,3,1,1460,0.857,14432,106,0.828,0.38,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
762,6,3,2,1846,0.72,2148,54,0.862,0.105,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
763,5,3,4,0,0.602,2100,54,0.588,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
764,5,2,3,484,0.557,2300,45,0.552,0.026,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
765,5,4,1,468,1.154,4738,82,0.608,0.25,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
766,5,1,2,0,0.632,1501,35,0.667,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
767,4,2,2,2517,0.625,1323,25,0.923,0.801,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
768,6,1,2,751,1.096,4060,79,0.975,0.211,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
769,3,3,3,228,0.904,2572,43,0.72,0.112,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
770,4,3,2,0,0.874,2479,46,0.533,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
771,1,3,2,0,0.685,4680,80,0.778,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
772,3,3,1,0,0.01,1507,32,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
773,5,2,3,2308,2.037,2269,39,1.053,0.675,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
774,5,3,0,1466,0.512,1438,28,0.556,0.202,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
775,6,1,0,1321,0.596,2992,72,1.0,0.621,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
776,4,3,4,0,0.457,2285,46,0.643,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
777,6,1,2,680,0.512,2283,55,0.571,0.473,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
778,6,1,4,2517,0.685,1409,49,0.75,0.724,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
779,3,2,0,967,0.701,1526,45,0.8,0.177,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
780,4,3,3,2517,0.944,1619,36,1.0,0.583,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
781,2,2,3,2135,0.749,7885,86,0.564,0.089,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
782,4,3,3,2170,0.377,4495,77,0.674,0.285,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
783,2,1,2,1501,0.935,9137,92,0.586,0.129,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
784,2,3,1,1544,0.72,7872,80,0.538,0.407,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
785,2,3,3,970,0.864,2801,51,1.217,0.645,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
786,2,2,1,0,0.626,7385,90,0.429,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
787,5,2,3,1652,1.255,1910,32,1.909,0.119,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
788,5,2,4,2517,0.646,2367,41,0.519,0.809,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
789,3,2,2,0,0.8022119741340858,901,32,0.5236696440125952,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
790,1,3,3,806,0.6202452871500044,2344,46,0.37874764996105065,0.5527146216947906,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
791,4,1,3,2036,0.7,1394,28,0.75,0.127,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
792,5,2,2,0,0.6,1754,39,0.56,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
793,1,2,4,1116,0.62,2836,41,0.281,0.046,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
794,6,2,3,0,1.568,3135,39,1.167,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
795,4,1,3,2279,0.611,2330,69,0.643,0.748,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
796,6,2,2,1054,0.414,1488,26,0.368,0.118,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
797,1,2,3,2446,0.632,7119,86,0.564,0.077,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
798,6,2,2,2472,0.69,1725,60,0.622,0.557,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
799,2,5,3,1547,1.087,647,15,0.364,0.274,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
800,6,3,3,2477,0.515,1239,33,0.737,0.272,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
801,1,3,2,900,0.743,760,21,0.615,0.626,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
802,5,3,2,2517,0.896,1830,64,0.524,0.976,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
803,5,2,3,1676,0.566,1306,31,0.55,0.068,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
804,3,2,3,0,0.607,1798,45,0.731,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
805,4,3,1,0,0.742,2944,71,0.972,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
806,3,3,2,1601,0.493,1593,36,0.333,0.061,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
807,4,3,2,2517,1.924,2398,37,1.176,0.34,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
808,2,2,2,0,0.91,7432,64,0.641,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
809,5,3,3,1205,0.395,1823,49,0.361,0.542,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
810,6,2,2,1540,0.469,1087,29,1.231,0.64,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
811,5,3,4,0,0.666,2473,56,0.6,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
812,5,1,3,1215,1.175,1712,48,0.548,0.704,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
813,1,2,2,2389,0.427,1563,36,0.44,0.234,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
814,4,3,2,736,0.386,1382,40,0.29,0.258,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
815,3,1,2,1761,0.682,1645,30,0.429,0.806,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
816,5,2,2,0,1.026,2038,45,0.364,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
817,2,3,3,1273,0.64,7352,80,0.818,0.801,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
818,2,2,3,0,0.48673126982185805,1372,35,0.524857417932507,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
819,6,4,3,0,0.757,1279,41,0.708,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
820,2,3,4,0,0.685,1712,41,0.414,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
821,2,3,3,1995,0.62,8220,103,0.635,0.707,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
822,3,2,2,1737,0.598,1934,30,0.579,0.258,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
823,4,2,3,1355,0.69,1911,55,0.571,0.061,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
824,5,4,2,0,0.868,2341,37,0.37,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
825,2,3,3,326,0.6365145379617962,2434,41,0.5922366943267284,0.04770668247241626,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
826,4,2,2,2418,0.808039385592521,2588,33,0.42400890926587953,0.826,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
827,6,3,1,1892,0.983,2187,58,0.657,0.304,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
828,5,3,1,2517,0.553,2260,50,0.786,0.073,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
829,4,1,1,2190,0.426,1229,34,0.478,0.425,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
830,3,4,2,0,0.412,2098,31,0.409,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
831,1,1,1,1844,1.018,8571,84,0.647,0.396,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
832,2,5,1,1519,0.831,8591,99,0.707,0.089,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
833,5,3,3,825,0.982,3127,51,0.962,0.024,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
834,5,1,3,0,0.689,2819,48,0.6,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
835,1,2,3,2507,0.832,7905,86,0.755,0.601,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
836,1,3,4,0,0.927,1112,26,0.368,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
837,6,3,2,0,0.749,2646,39,0.444,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
838,5,2,4,1332,0.809,1476,30,0.579,0.196,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
839,3,2,1,0,0.413,1935,40,0.429,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
840,4,1,2,1236,0.995,2536,69,0.865,0.053,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
841,6,1,1,0,0.645,1994,57,0.727,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
842,3,2,4,2098,0.741,3093,66,0.784,0.061,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
843,5,3,2,2034,0.647,4836,68,0.744,0.368,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
844,3,2,3,0,0.703,2500,47,0.119,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
845,4,1,3,1698,0.896,1604,42,0.448,0.292,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
846,4,3,2,1154,0.702,2189,51,0.7,0.204,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
847,2,2,3,0,0.672,799,17,0.214,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
848,4,3,3,2517,0.952,1843,35,0.944,0.771,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
849,2,4,3,1342,0.69,7283,89,0.648,0.039,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
850,3,1,3,1140,0.325,1610,49,0.4,0.623,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
851,3,3,2,1402,0.873,1596,34,0.789,0.175,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
852,1,2,5,0,0.569,1775,42,0.556,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
853,3,5,1,2178,0.451,1865,42,0.5,0.599,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
854,5,3,2,2517,0.492,1504,35,0.296,0.087,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
855,3,2,2,1531,0.862,1156,29,1.071,0.044,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
856,2,2,3,1378,0.631,13681,105,0.81,0.128,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
857,2,2,3,1054,0.775,7963,85,0.574,0.295,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
858,3,3,2,2517,0.492,1195,18,0.8,0.286,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
859,2,2,1,1942,0.8,7971,84,0.787,0.208,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
860,4,3,4,0,0.65,2133,54,0.543,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
861,1,3,1,1250,0.667,6950,84,0.585,0.156,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
862,3,3,2,2160,0.825,2214,56,0.6,0.774,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
863,3,3,1,1536,0.437,3112,79,0.549,0.221,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
864,3,2,4,0,0.187,1522,36,0.2,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
865,5,3,3,876,0.859,1753,43,1.048,0.035,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
866,4,2,3,0,0.472,1354,24,0.714,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
867,3,1,4,1198,0.76,4272,76,0.81,0.727,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
868,2,2,3,0,0.568,2595,31,0.409,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
869,6,2,2,2028,0.601,1828,38,1.111,0.068,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
870,2,3,3,0,0.466,2355,47,0.621,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
871,5,3,2,0,1.005,5272,62,0.59,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
