train_idx,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
2377,F,College,Married,Less than $40K,Blue,1,3,2,0,0.789,510,24,0.6,0.0,0
2378,M,Post-Graduate,Single,$80K - $120K,Blue,3,3,2,1786,1.06,2375,63,0.575,0.35,1
2379,F,Uneducated,Single,Unknown,Blue,2,3,1,1601,0.649,4739,86,0.792,0.65,1
2380,F,Unknown,Single,Less than $40K,Blue,4,2,1,935,0.868,5093,77,0.974,0.525,1
2381,F,Graduate,Single,Less than $40K,Blue,5,1,4,1833,1.044,3366,56,1.074,0.68,1
2382,M,College,Single,$120K +,Blue,1,2,2,585,0.802,14319,96,0.655,0.017,1
2383,M,Uneducated,Married,$80K - $120K,Blue,6,1,3,0,1.324,1601,34,1.125,0.0,1
2384,F,Unknown,Married,Less than $40K,Blue,3,5,3,1482,0.663,4351,74,0.721,0.483,1
2385,M,Uneducated,Married,$60K - $80K,Blue,3,3,3,0,0.747,3575,56,1.154,0.0,1
2386,F,Unknown,Divorced,$40K - $60K,Blue,5,3,2,2517,0.967,1532,44,0.692,0.46,1
2387,F,College,Married,Less than $40K,Blue,1,2,3,1554,0.605,4636,86,0.72,0.471,1
2388,F,Graduate,Married,Less than $40K,Silver,6,2,4,1961,0.703,10294,61,0.649,0.189,0
2389,M,Unknown,Single,Less than $40K,Blue,6,3,2,1748,0.626,2804,52,0.486,0.675,1
2390,M,College,Married,$80K - $120K,Blue,1,1,3,1617,0.625,13083,93,0.722,0.047,1
2391,M,Graduate,Married,Less than $40K,Blue,1,2,2,1502,0.624,7510,89,0.648,0.216,1
2392,M,Uneducated,Single,$60K - $80K,Blue,5,2,2,0,0.656,1184,29,0.611,0.0,1
2393,M,Post-Graduate,Married,$80K - $120K,Blue,5,3,3,1890,1.043,2041,45,0.875,0.19,1
2394,M,College,Single,$80K - $120K,Blue,3,3,2,0,0.653,3497,69,0.683,0.0,1
2395,M,Unknown,Single,$60K - $80K,Blue,5,3,2,2211,0.897,1140,25,0.786,0.2,1
2396,M,Graduate,Married,$80K - $120K,Blue,4,3,3,2158,0.536,1502,34,0.789,0.075,1
2397,M,Graduate,Single,Less than $40K,Blue,1,3,2,1518,0.726,14459,97,0.702,0.17,1
2398,M,Graduate,Single,$80K - $120K,Blue,6,2,5,1942,0.749,3028,76,0.583,0.38,1
2399,F,High School,Single,Less than $40K,Blue,5,2,4,805,1.049,4383,75,0.875,0.387,1
2400,F,Doctorate,Married,Less than $40K,Blue,4,3,4,2262,0.87,2362,39,0.444,0.837,0
2401,M,Graduate,Married,$120K +,Blue,5,2,4,1662,0.504,3806,76,0.9,0.048,1
2402,M,College,Unknown,Less than $40K,Blue,5,2,4,2517,0.889,3762,73,0.587,0.261,1
2403,F,Graduate,Single,Less than $40K,Silver,2,1,1,0,0.908,14511,105,0.721,0.0,1
2404,M,Graduate,Single,$80K - $120K,Blue,3,3,2,1133,0.722,4726,86,0.686,0.336,1
2405,F,Graduate,Married,Less than $40K,Silver,4,2,0,2250,0.484,1307,29,0.261,0.183,1
2406,F,Graduate,Married,Unknown,Blue,6,1,3,1456,0.882,4452,65,0.512,0.183,1
2407,M,Graduate,Married,$40K - $60K,Blue,3,3,2,0,0.511,1941,51,0.417,0.0,1
2408,M,Graduate,Married,$60K - $80K,Blue,5,2,4,1207,0.521,1275,31,0.476,0.563,1
2409,M,Unknown,Married,$120K +,Blue,3,2,2,1314,1.487,1644,28,0.647,0.055,1
2410,M,High School,Married,$120K +,Blue,6,2,4,2361,0.799,4425,75,0.63,0.186,1
2411,M,High School,Married,$60K - $80K,Blue,3,1,3,1148,1.028,3386,65,0.711,0.073,1
2412,M,Graduate,Single,$60K - $80K,Blue,3,3,4,1817,0.663,2542,67,0.675,0.699,1
2413,F,High School,Single,$40K - $60K,Blue,4,2,2,0,0.67,4193,67,0.811,0.0,1
2414,F,Uneducated,Married,Less than $40K,Blue,6,2,3,1422,0.591,1260,34,0.889,0.453,1
2415,M,Unknown,Single,$80K - $120K,Blue,6,2,2,672,0.767,2073,54,0.543,0.063,1
2416,M,College,Single,$120K +,Blue,6,3,3,868,0.991,3203,54,0.929,0.1,1
2417,F,Graduate,Unknown,Less than $40K,Blue,5,1,3,2486,0.755,4955,78,0.733,0.948,1
2418,M,Unknown,Married,$40K - $60K,Blue,2,3,5,0,0.87,2628,41,0.64,0.0,0
2419,F,Unknown,Unknown,Unknown,Blue,6,1,2,0,0.731,13784,88,0.913,0.0,1
2420,F,Post-Graduate,Single,Unknown,Blue,6,3,2,1586,0.921,1439,48,1.0,0.087,1
2421,M,Graduate,Divorced,Less than $40K,Blue,4,1,2,2021,0.966,2320,57,0.676,0.821,1
2422,M,High School,Married,$120K +,Blue,3,1,2,1353,1.41,3547,61,0.649,0.071,1
2423,F,College,Single,$40K - $60K,Blue,5,3,1,1593,0.7,4516,82,0.783,0.323,1
2424,F,Graduate,Single,Less than $40K,Blue,3,2,2,1192,0.763,4862,41,0.242,0.699,1
2425,F,Graduate,Single,Less than $40K,Blue,2,3,3,1134,0.67,7525,100,0.449,0.151,1
2426,M,Graduate,Single,$120K +,Blue,5,2,2,2084,0.807,3462,49,1.042,0.506,1
2427,M,College,Married,$120K +,Gold,2,1,4,0,1.004,9338,73,0.622,0.0,0
2428,F,Graduate,Divorced,$40K - $60K,Blue,1,3,3,0,0.768,2214,43,0.654,0.0,0
2429,M,College,Married,$120K +,Blue,4,3,2,2415,0.441,1419,36,0.8,0.856,1
2430,M,Unknown,Married,$60K - $80K,Blue,3,2,3,1407,0.709,5554,64,0.6,0.061,1
2431,F,Graduate,Married,$40K - $60K,Blue,4,2,2,1238,0.624,4348,90,0.837,0.222,1
2432,M,Graduate,Single,$80K - $120K,Blue,6,2,4,0,0.539,1661,40,0.6,0.0,0
2433,M,College,Single,$120K +,Gold,2,1,1,1051,0.863,8938,114,0.676,0.03,1
2434,M,Post-Graduate,Single,$120K +,Silver,3,3,4,1652,0.756,14738,113,0.766,0.048,1
2435,F,Graduate,Single,Unknown,Blue,4,0,3,1633,0.98,4515,63,1.172,0.122,1
2436,M,Graduate,Divorced,$60K - $80K,Blue,6,3,2,1362,0.68,3555,75,0.471,0.269,1
2437,F,Graduate,Single,$40K - $60K,Blue,4,2,2,0,0.706,4186,72,0.636,0.0,1
2438,F,Unknown,Divorced,Less than $40K,Blue,6,1,0,1061,1.062,1901,27,1.25,0.452,1
2439,F,High School,Married,Less than $40K,Blue,3,3,4,2034,0.606,4915,92,0.84,0.751,1
2440,F,Doctorate,Married,Less than $40K,Blue,4,2,2,491,0.708,4376,84,0.787,0.341,1
2441,F,Unknown,Single,Less than $40K,Blue,6,1,4,2517,0.609,3911,76,0.81,0.94,1
2442,M,College,Divorced,$80K - $120K,Silver,2,3,2,2361,0.529,1853,36,0.385,0.068,0
2443,F,Graduate,Single,Less than $40K,Blue,3,2,3,0,1.411,3132,66,0.784,0.0,1
2444,M,Graduate,Divorced,$120K +,Blue,4,2,3,887,0.793,4074,81,0.8,0.318,1
2445,M,Post-Graduate,Divorced,$60K - $80K,Blue,3,3,4,0,0.715,3880,74,0.721,0.0,1
2446,M,Graduate,Single,$80K - $120K,Silver,1,2,3,1198,0.615,4826,70,0.667,0.035,1
2447,M,Uneducated,Married,$80K - $120K,Blue,6,2,2,1259,1.375,2487,52,0.625,0.471,1
2448,M,High School,Married,$60K - $80K,Blue,3,1,3,783,0.732,3910,66,0.65,0.073,1
2449,F,Unknown,Single,Less than $40K,Blue,5,2,2,909,0.737,4665,67,0.763,0.499,1
2450,M,Graduate,Single,$120K +,Blue,3,1,2,1213,0.717,14641,117,0.773,0.058,1
2451,M,High School,Unknown,$40K - $60K,Blue,3,2,3,0,0.835,1088,22,1.444,0.0,0
2452,M,Graduate,Married,$80K - $120K,Blue,1,1,3,1657,0.816,14450,111,0.762,0.062,1
2453,F,Graduate,Single,Unknown,Blue,5,2,4,1660,0.995,2336,49,1.722,0.257,1
2454,F,Uneducated,Divorced,$40K - $60K,Blue,5,1,2,1365,1.027,1834,43,1.263,0.261,1
2455,F,Uneducated,Single,Unknown,Blue,5,2,1,1966,0.672,4448,86,0.792,0.374,1
2456,M,Uneducated,Single,$80K - $120K,Blue,5,2,3,1676,0.566,1306,31,0.55,0.068,1
2457,F,Uneducated,Divorced,Unknown,Blue,4,3,3,1719,0.86,1592,37,1.467,0.108,1
2458,F,Uneducated,Single,Less than $40K,Blue,3,4,4,377,1.048,2799,49,0.485,0.222,0
2459,M,College,Married,$40K - $60K,Blue,2,2,3,0,0.734,815,21,0.615,0.0,0
2460,F,Doctorate,Married,Less than $40K,Blue,3,2,3,0,0.183,1788,36,0.091,0.0,0
2461,M,Graduate,Single,$60K - $80K,Blue,4,2,2,1729,0.974,4626,77,0.75,0.189,1
2462,F,College,Married,Less than $40K,Blue,5,2,1,1010,0.704,4112,82,0.864,0.586,1
2463,F,College,Divorced,Less than $40K,Blue,3,5,4,1017,0.82,2801,79,0.519,0.554,1
2464,F,Uneducated,Married,Less than $40K,Blue,1,6,1,1419,0.725,4498,81,0.761,0.619,1
2465,F,Doctorate,Single,$40K - $60K,Blue,4,3,3,881,0.77,4621,71,0.821,0.235,1
2466,M,Graduate,Married,$120K +,Blue,4,3,1,1970,0.71,1180,29,1.417,0.184,1
2467,M,High School,Married,$40K - $60K,Blue,3,3,1,157,0.699,2270,46,0.394,0.02,0
2468,F,Uneducated,Married,Unknown,Blue,2,3,3,2181,0.827,13583,110,0.746,0.656,1
2469,M,High School,Single,$120K +,Blue,5,3,3,216,0.556,2395,47,0.306,0.006,0
2470,F,Graduate,Married,Less than $40K,Blue,4,3,3,909,0.772,4238,63,0.8,0.454,1
2471,F,Uneducated,Single,Less than $40K,Blue,3,3,2,0,0.897,2690,46,0.484,0.0,0
2472,F,High School,Married,Less than $40K,Blue,3,5,4,1539,0.649,4884,80,0.509,0.622,1
2473,F,High School,Married,$40K - $60K,Blue,1,4,3,2500,0.869,5012,85,0.809,0.482,1
2474,M,Uneducated,Married,$80K - $120K,Blue,4,3,3,1694,0.824,3476,66,0.784,0.127,1
2475,F,Graduate,Single,Less than $40K,Blue,1,2,3,913,0.866,7297,71,0.69,0.247,0
2476,F,College,Married,Unknown,Blue,3,2,4,1516,1.137,3801,61,0.968,0.245,1
2477,M,Unknown,Divorced,$80K - $120K,Blue,5,2,3,0,0.93,3902,62,0.632,0.0,1
2478,F,Uneducated,Married,Less than $40K,Blue,6,5,1,0,0.879,4554,75,0.744,0.0,1
2479,F,Graduate,Married,Less than $40K,Blue,5,1,2,1500,0.632,14908,100,0.754,0.198,1
2480,M,Uneducated,Married,$40K - $60K,Blue,3,3,2,1809,0.724,4323,72,0.5,0.138,1
2481,M,Graduate,Single,$80K - $120K,Blue,3,3,3,1406,1.336,3231,47,0.306,0.046,0
2482,F,Uneducated,Married,Less than $40K,Blue,5,3,3,1142,0.403,1184,21,0.615,0.378,1
2483,F,Uneducated,Single,Unknown,Blue,6,2,2,2276,0.406,3271,71,0.543,0.283,1
2484,M,Graduate,Single,Unknown,Blue,6,3,3,0,0.809,2522,68,0.478,0.0,1
2485,M,Post-Graduate,Married,Less than $40K,Blue,4,2,1,0,0.82,3162,56,0.6,0.0,1
2486,F,Graduate,Single,Less than $40K,Blue,5,2,4,1086,0.587,3896,65,0.757,0.194,1
2487,M,Graduate,Married,$80K - $120K,Blue,4,2,2,1431,1.019,2390,62,0.722,0.064,1
2488,M,High School,Married,$60K - $80K,Blue,4,3,3,2517,0.952,1843,35,0.944,0.771,1
2489,M,Graduate,Married,$80K - $120K,Blue,4,2,3,1661,0.681,1780,33,0.941,0.054,1
2490,F,High School,Single,Unknown,Blue,5,4,4,2087,0.804,4161,74,0.644,0.247,1
2491,F,High School,Married,Unknown,Blue,5,3,3,605,0.691,2426,46,0.394,0.113,0
2492,M,Uneducated,Divorced,$60K - $80K,Blue,4,2,2,1495,0.505,3503,68,0.511,0.111,1
2493,M,Graduate,Married,$120K +,Blue,3,2,1,2517,0.661,1576,34,0.789,0.303,1
2494,F,Uneducated,Single,Less than $40K,Blue,4,3,1,0,0.688,5282,80,0.818,0.0,1
2495,M,College,Married,$60K - $80K,Blue,2,3,1,1823,0.809,15053,111,1.018,0.119,1
2496,M,College,Single,Less than $40K,Silver,5,4,4,0,0.446,4618,60,0.875,0.0,1
2497,M,High School,Married,$60K - $80K,Blue,5,2,3,1635,0.952,1772,52,0.486,0.356,1
2498,F,College,Married,$40K - $60K,Blue,6,2,3,1590,0.657,4683,89,0.618,0.617,1
2499,F,Uneducated,Single,Less than $40K,Blue,4,3,3,0,0.734,4302,74,0.762,0.0,1
2500,M,Post-Graduate,Unknown,Unknown,Silver,2,1,2,855,0.728,7190,93,0.525,0.026,1
2501,M,Unknown,Married,$40K - $60K,Blue,5,3,0,1799,0.566,1402,33,0.737,0.221,1
2502,F,College,Single,Unknown,Blue,3,1,4,0,0.663,2323,47,0.469,0.0,0
2503,F,Uneducated,Single,Less than $40K,Blue,5,0,3,0,0.823,2574,43,0.654,0.0,0
2504,F,High School,Single,Unknown,Blue,2,2,3,1513,0.672,5157,72,0.946,0.134,1
2505,M,High School,Single,$40K - $60K,Blue,5,3,1,708,0.586,4558,62,0.676,0.079,1
2506,M,Post-Graduate,Single,$60K - $80K,Blue,2,3,1,1659,0.842,13557,100,0.724,0.49,1
2507,F,Graduate,Single,Unknown,Blue,6,3,3,871,0.693,4115,72,0.6,0.172,1
2508,M,Unknown,Single,$80K - $120K,Blue,3,3,5,1190,0.557,3764,64,0.524,0.241,1
2509,M,High School,Married,$60K - $80K,Blue,6,3,2,1963,0.852,4127,70,0.842,0.272,1
2510,M,High School,Married,$60K - $80K,Blue,4,3,3,1635,0.618,3490,69,0.533,0.111,1
2511,F,Unknown,Married,Less than $40K,Blue,5,2,2,0,0.685,6059,71,0.821,0.0,0
2512,F,Graduate,Single,Unknown,Blue,3,3,3,1906,0.803,4538,71,0.868,0.829,1
2513,M,Post-Graduate,Single,$40K - $60K,Blue,3,4,2,0,0.412,2098,31,0.409,0.0,0
2514,F,Uneducated,Married,$40K - $60K,Blue,1,2,2,0,0.709,4633,67,0.634,0.0,1
2515,F,Graduate,Married,Less than $40K,Blue,4,2,3,0,0.851,4765,71,1.088,0.0,1
2516,F,Graduate,Single,Less than $40K,Blue,5,1,2,2517,0.543,5104,85,0.545,0.761,1
2517,M,Doctorate,Single,$80K - $120K,Blue,5,2,4,0,0.774,2526,54,0.588,0.0,1
2518,F,Graduate,Single,Less than $40K,Blue,5,3,3,2048,0.92,14571,91,0.655,0.246,1
2519,M,Unknown,Married,$60K - $80K,Blue,5,1,3,2149,0.801,1700,35,1.5,0.179,1
2520,M,Doctorate,Married,$60K - $80K,Blue,3,1,3,2517,1.021,1605,43,0.344,0.712,1
2521,F,Graduate,Divorced,$40K - $60K,Blue,6,2,1,1850,0.775,4483,77,0.54,0.75,1
2522,M,Unknown,Unknown,$80K - $120K,Blue,2,2,2,925,0.946,5481,58,0.758,0.321,0
2523,F,Uneducated,Married,Less than $40K,Blue,2,2,0,1265,0.755,5626,77,1.081,0.556,1
2524,F,Uneducated,Single,$40K - $60K,Blue,3,2,1,561,0.774,3451,59,0.967,0.061,1
2525,M,High School,Married,$40K - $60K,Blue,3,2,2,0,0.846,1999,39,0.56,0.0,1
2526,M,Uneducated,Married,$60K - $80K,Blue,3,3,3,0,0.667,2142,62,0.378,0.0,1
2527,M,High School,Unknown,$40K - $60K,Blue,4,1,3,1783,0.732,4887,69,0.725,0.584,1
2528,M,Uneducated,Single,$40K - $60K,Blue,3,1,2,0,0.638,3264,67,0.396,0.0,1
2529,M,Uneducated,Unknown,$80K - $120K,Blue,6,5,1,2195,0.717,4544,80,0.667,0.897,1
2530,F,Graduate,Divorced,Less than $40K,Blue,4,3,2,1237,0.925,5079,80,0.818,0.511,1
2531,F,Post-Graduate,Single,$40K - $60K,Blue,3,3,4,1607,0.874,5235,92,0.586,0.31,1
2532,F,Uneducated,Single,$40K - $60K,Blue,4,2,2,803,0.802,4003,74,0.721,0.078,1
2533,M,College,Married,$120K +,Blue,6,3,3,0,0.681,4833,69,0.769,0.0,1
2534,M,Graduate,Married,$80K - $120K,Blue,4,3,3,0,0.888,4590,69,0.816,0.0,1
2535,F,High School,Married,Less than $40K,Blue,4,5,3,1224,0.815,4899,87,0.812,0.695,1
2536,F,Unknown,Single,Less than $40K,Blue,6,2,2,0,0.833,3212,64,0.422,0.0,1
2537,F,High School,Married,Less than $40K,Blue,4,3,1,1372,0.522,4381,77,0.571,0.819,1
2538,M,High School,Married,$80K - $120K,Blue,3,3,2,1377,0.567,3200,91,0.717,0.062,1
2539,F,Graduate,Single,Less than $40K,Blue,2,3,1,1423,0.872,14220,108,0.964,0.146,1
2540,F,High School,Married,$40K - $60K,Blue,3,1,3,1100,0.587,1144,22,1.0,0.262,1
2541,F,Graduate,Single,Unknown,Blue,5,2,3,1356,0.828,4572,76,1.054,0.131,1
2542,F,High School,Single,Less than $40K,Blue,1,3,4,0,0.786,2473,49,0.75,0.0,0
2543,M,High School,Married,$60K - $80K,Blue,2,3,1,2365,0.65,8110,113,0.766,0.206,1
2544,F,Graduate,Married,Unknown,Blue,3,1,3,1140,0.325,1610,49,0.4,0.623,1
2545,F,High School,Single,$40K - $60K,Gold,2,2,1,0,0.741,7872,103,0.635,0.0,1
2546,F,Graduate,Unknown,Unknown,Blue,5,1,4,2039,0.89,4435,88,0.796,0.113,1
2547,F,Graduate,Single,Less than $40K,Blue,5,2,1,0,0.763,4726,78,0.814,0.0,1
2548,F,Uneducated,Divorced,Unknown,Blue,3,4,1,1789,0.867,5104,82,0.783,0.774,1
2549,F,High School,Single,Unknown,Blue,4,3,2,1182,0.794,4209,77,0.833,0.585,1
2550,F,High School,Married,Less than $40K,Blue,4,2,4,1647,0.812,4625,94,0.516,0.613,1
2551,M,High School,Single,$80K - $120K,Gold,2,1,3,810,0.787,7917,95,0.667,0.023,1
2552,F,Uneducated,Single,Less than $40K,Silver,5,2,2,1774,0.653,15772,130,0.625,0.13,1
2553,M,High School,Single,$80K - $120K,Blue,6,1,4,2517,0.723,5320,62,0.771,0.104,1
2554,F,High School,Married,Unknown,Blue,3,1,1,1419,0.685,4218,74,0.805,0.414,1
2555,M,Uneducated,Single,$80K - $120K,Blue,3,3,3,0,0.952,2709,51,0.645,0.0,0
2556,F,College,Single,Unknown,Blue,3,2,5,0,0.818,2503,70,0.489,0.0,1
2557,F,Post-Graduate,Single,Less than $40K,Blue,2,3,3,0,0.68,4115,75,0.923,0.0,1
2558,F,Uneducated,Unknown,Unknown,Blue,4,1,3,2094,0.709,4518,86,0.83,0.67,1
2559,F,Uneducated,Married,Unknown,Blue,3,2,3,1267,0.605,4515,76,0.49,0.689,1
2560,M,Graduate,Married,$60K - $80K,Blue,2,1,2,1251,0.949,1460,50,1.083,0.059,1
2561,F,Uneducated,Single,Less than $40K,Blue,6,2,3,1257,0.632,4340,70,0.892,0.591,1
2562,M,College,Single,$60K - $80K,Blue,3,2,4,0,0.794,2832,48,0.846,0.0,0
2563,M,Uneducated,Unknown,$80K - $120K,Blue,6,1,1,1259,0.671,4300,94,0.741,0.036,1
2564,M,College,Single,$80K - $120K,Blue,6,3,3,620,0.664,2262,47,0.424,0.234,1
2565,M,College,Married,$60K - $80K,Blue,4,3,2,1040,0.904,1744,50,0.852,0.054,1
2566,M,Uneducated,Divorced,$60K - $80K,Blue,3,1,2,1646,0.542,1466,41,1.278,0.096,1
2567,F,High School,Married,Less than $40K,Blue,3,3,4,981,0.663,1114,33,0.65,0.682,1
2568,F,Uneducated,Single,Less than $40K,Blue,5,3,2,1014,0.688,2437,44,0.467,0.419,0
2569,F,Unknown,Married,Less than $40K,Blue,6,3,3,839,0.923,4117,70,0.707,0.406,1
2570,F,High School,Married,$40K - $60K,Blue,5,2,3,1250,0.728,1208,31,0.632,0.609,1
2571,M,Graduate,Unknown,$80K - $120K,Platinum,3,2,2,1531,0.862,1156,29,1.071,0.044,1
2572,M,College,Single,$120K +,Blue,2,4,2,357,0.798,2496,41,0.64,0.075,0
2573,M,Uneducated,Single,$120K +,Blue,2,3,4,0,0.542,2171,48,0.778,0.0,0
2574,F,Graduate,Unknown,Less than $40K,Blue,1,1,3,2517,0.586,4148,83,0.66,0.766,1
2575,F,Uneducated,Single,Less than $40K,Blue,6,3,3,1338,0.86,2511,55,0.774,0.593,1
2576,M,Graduate,Married,$40K - $60K,Blue,5,1,1,0,0.576,1585,37,0.609,0.0,1
2577,M,Graduate,Married,$80K - $120K,Blue,6,1,0,2517,0.409,1327,31,0.409,0.115,1
2578,F,Graduate,Single,Less than $40K,Blue,2,2,3,716,0.749,4534,87,0.977,0.462,1
2579,F,College,Single,Unknown,Blue,2,3,1,1334,0.622,4043,73,0.738,0.615,1
2580,F,High School,Married,Unknown,Silver,4,2,3,1718,0.971,3916,61,0.605,0.053,1
2581,F,Doctorate,Single,Less than $40K,Blue,6,3,5,326,0.935,2692,29,0.526,0.111,0
2582,F,Unknown,Single,$40K - $60K,Blue,4,3,4,1654,0.618,3192,61,0.848,0.322,1
2583,F,Uneducated,Single,Less than $40K,Blue,3,2,2,1251,0.576,2844,73,0.622,0.438,1
2584,M,High School,Married,$80K - $120K,Blue,4,1,2,1805,0.673,1685,49,0.815,0.178,1
2585,M,Uneducated,Married,$40K - $60K,Blue,3,2,3,2137,0.659,3554,82,0.822,0.262,1
2586,M,Graduate,Married,$40K - $60K,Blue,4,2,1,1297,1.012,2133,55,0.719,0.221,1
2587,M,College,Single,Less than $40K,Blue,4,1,2,1070,0.448,2334,61,0.452,0.553,1
2588,M,High School,Married,$60K - $80K,Blue,5,2,1,756,0.635,3918,70,0.628,0.137,1
2589,F,Graduate,Married,Less than $40K,Blue,4,1,2,1499,0.784,4755,82,0.745,0.626,1
2590,F,High School,Single,$40K - $60K,Blue,3,2,2,1988,0.576,4127,69,0.533,0.762,1
2591,M,Unknown,Divorced,$80K - $120K,Blue,3,3,3,1286,1.068,2920,74,0.721,0.464,1
2592,F,College,Married,Less than $40K,Blue,4,2,3,2038,0.622,4226,77,0.638,0.209,1
2593,M,Post-Graduate,Married,$60K - $80K,Blue,3,4,3,1553,0.324,1735,44,0.375,0.077,0
2594,F,College,Married,$40K - $60K,Blue,6,2,3,533,1.043,4913,84,0.909,0.236,1
2595,M,Graduate,Married,$120K +,Silver,1,3,1,1161,0.74,8212,100,0.695,0.034,1
2596,F,Graduate,Single,Less than $40K,Blue,4,3,1,1898,0.674,4122,67,0.763,0.753,1
2597,F,Uneducated,Single,Less than $40K,Blue,5,3,3,1446,0.638,3691,69,0.917,0.408,1
2598,F,College,Married,$40K - $60K,Blue,6,2,3,0,0.743,4479,82,0.822,0.0,1
2599,F,Post-Graduate,Married,Unknown,Blue,2,2,1,615,0.708,4351,79,0.717,0.032,1
2600,M,College,Single,$120K +,Blue,6,3,2,2517,0.758,1686,50,0.724,0.094,1
2601,M,Uneducated,Single,$60K - $80K,Blue,5,3,2,0,0.4,1732,39,0.393,0.0,0
2602,M,Unknown,Unknown,$80K - $120K,Blue,5,1,2,972,1.707,1348,27,1.7,0.23,1
2603,F,Graduate,Single,Less than $40K,Blue,3,2,3,1128,0.397,1217,20,0.667,0.178,1
2604,M,Uneducated,Divorced,$40K - $60K,Blue,6,2,2,1461,0.775,2718,71,0.775,0.557,1
2605,F,Uneducated,Unknown,Less than $40K,Silver,4,2,2,2090,0.7,1137,30,0.765,0.176,1
2606,M,College,Married,$80K - $120K,Blue,2,2,3,0,0.531,773,17,0.133,0.0,0
2607,F,High School,Single,Less than $40K,Blue,6,3,3,1498,0.64,4569,79,0.881,0.69,1
2608,M,High School,Single,$80K - $120K,Blue,6,2,2,2142,0.662,4425,83,0.766,0.244,1
2609,F,Post-Graduate,Single,Less than $40K,Blue,4,3,0,1699,0.72,4497,68,0.789,0.67,1
2610,M,Unknown,Single,$40K - $60K,Blue,5,1,4,829,0.515,5783,73,0.622,0.088,1
2611,F,Graduate,Married,$40K - $60K,Blue,5,3,1,1527,0.743,4622,88,0.725,0.561,1
2612,F,Graduate,Married,Less than $40K,Blue,4,3,4,0,0.526,1457,43,0.387,0.0,1
2613,M,Uneducated,Married,$40K - $60K,Blue,3,1,1,607,0.883,4074,65,0.477,0.057,1
2614,M,Graduate,Married,$80K - $120K,Blue,1,3,3,542,0.811,7773,64,0.73,0.138,0
2615,F,Graduate,Single,Less than $40K,Blue,6,3,1,1499,0.649,4670,70,0.944,0.512,1
2616,M,High School,Married,$40K - $60K,Blue,5,3,3,1242,1.043,2021,50,0.613,0.526,1
2617,M,Graduate,Single,$60K - $80K,Blue,6,3,2,0,0.76,4238,55,0.719,0.0,1
2618,M,Uneducated,Single,$80K - $120K,Blue,6,3,1,1749,0.736,4884,86,0.87,0.145,1
2619,M,Post-Graduate,Single,$80K - $120K,Silver,5,3,2,1872,1.068,2227,61,1.103,0.054,1
2620,M,College,Single,$80K - $120K,Blue,4,3,5,0,0.946,2477,59,0.341,0.0,1
2621,M,Graduate,Single,$60K - $80K,Blue,5,2,0,1731,0.986,3253,62,0.722,0.857,1
2622,M,High School,Single,$60K - $80K,Blue,4,3,3,1720,0.706,16293,120,0.739,0.097,1
2623,M,College,Married,$80K - $120K,Blue,3,3,2,2379,0.624,1715,39,0.5,0.375,1
2624,F,Unknown,Single,Unknown,Blue,5,3,1,2417,0.644,4412,67,0.861,0.3,1
2625,F,Unknown,Single,Less than $40K,Blue,6,2,2,1115,0.79,3718,51,0.759,0.166,1
2626,F,Graduate,Married,Unknown,Blue,5,3,1,2248,0.728,4042,80,0.86,0.381,1
2627,F,Graduate,Single,$40K - $60K,Blue,3,2,3,0,0.67,2271,31,0.722,0.0,0
2628,F,High School,Married,$40K - $60K,Blue,5,2,2,2182,0.768,5371,93,0.824,0.773,1
2629,M,Uneducated,Single,$80K - $120K,Blue,6,2,3,2517,0.658,4236,87,0.891,0.789,1
2630,M,Graduate,Married,$80K - $120K,Blue,2,1,2,0,0.674,14160,124,0.771,0.0,1
2631,F,Graduate,Divorced,Less than $40K,Blue,5,3,3,915,0.464,3754,58,0.611,0.636,1
2632,M,Graduate,Married,$60K - $80K,Blue,3,3,2,1617,0.578,1275,25,0.667,0.161,1
2633,F,Graduate,Single,Less than $40K,Blue,1,3,1,1168,0.701,4562,67,0.634,0.669,1
2634,M,Graduate,Married,$80K - $120K,Silver,6,3,2,1236,0.549,1665,40,0.667,0.036,1
2635,F,Unknown,Married,Less than $40K,Gold,4,3,2,0,0.658,4146,69,0.533,0.0,1
2636,F,Uneducated,Single,Less than $40K,Blue,3,5,2,0,0.241,1690,38,0.357,0.0,0
2637,F,Unknown,Divorced,Less than $40K,Blue,6,4,3,1151,0.533,4027,76,0.52,0.378,1
2638,F,Graduate,Married,Less than $40K,Blue,3,3,3,0,0.842,4876,74,0.542,0.0,1
2639,F,Graduate,Married,Less than $40K,Blue,4,2,2,513,0.678,864,20,0.333,0.206,0
2640,F,High School,Single,Less than $40K,Blue,5,1,3,0,0.702,4811,86,0.686,0.0,1
2641,F,Unknown,Divorced,Unknown,Blue,5,3,2,1019,0.691,4317,66,0.784,0.43,1
2642,M,Unknown,Married,$40K - $60K,Blue,6,1,2,870,0.694,1745,41,0.577,0.545,1
2643,F,Unknown,Married,Less than $40K,Blue,3,1,3,1785,0.735,3766,69,0.605,0.647,1
2644,F,Graduate,Married,$40K - $60K,Blue,3,5,2,1157,0.896,1824,38,0.727,0.234,1
